Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
633,22,99.57,97.71,65.22,6.7,1
634,18,59.89,51.94,58.29,0.5,1
635,19,60.67,71.64,72.76,3.8,1
636,19,70.67,85.24,76.31,5.4,1
637,18,97.14,91.6,75.21,7.4,1
638,24,79.55,77.31,84.0,4.0,1
639,19,67.31,78.63,72.42,1.2,1
640,25,78.51,77.12,80.68,6.2,1
641,23,80.95,66.7,67.35,3.7,1
642,23,64.31,63.64,74.84,2.6,1
643,25,79.46,81.7,56.59,3.8,1
644,18,71.49,78.18,77.9,4.6,1
645,25,67.42,74.9,78.11,3.8,1
646,22,60.43,71.34,73.14,0.6,1
647,22,81.65,55.79,71.09,6.8,1
648,18,87.01,86.22,86.8,7.5,1
649,25,86.25,81.52,74.27,6.3,1
650,22,36.22,88.13,68.9,2.7,1
651,24,70.72,55.46,84.94,4.6,1
652,25,76.08,93.69,96.11,5.0,1
653,24,98.65,79.5,82.81,6.2,1
654,22,73.1,84.77,76.06,6.3,1
655,23,77.13,90.61,78.51,3.5,1
656,22,95.55,82.33,87.91,5.2,1
657,24,69.57,82.5,86.77,5.9,1
658,20,92.64,86.61,100.0,7.9,1
659,21,76.18,73.4,77.08,6.4,1
660,19,79.75,79.46,85.22,6.6,1
661,25,72.57,67.01,92.79,5.2,1
662,20,81.08,82.87,97.49,7.8,1
663,22,100.0,49.37,66.0,5.8,1
664,23,83.34,75.05,76.57,3.3,1
665,18,99.42,81.94,97.48,7.8,1
666,22,89.12,75.17,100.0,6.4,1
667,23,61.24,74.94,83.83,4.1,1
668,21,80.95,54.8,75.06,4.0,1
669,22,92.53,99.95,73.13,5.6,1
670,24,74.17,76.47,99.55,5.9,1
671,18,90.85,74.45,86.63,5.4,1
672,23,88.84,65.22,74.42,5.6,1
673,23,100.0,85.49,85.17,8.4,1
674,23,82.12,97.94,86.68,7.1,1
675,21,70.22,88.63,85.15,5.4,1
676,22,82.08,90.95,76.6,6.9,1
677,21,88.06,75.26,70.89,2.9,1
678,25,64.12,73.1,68.38,5.8,1
679,19,70.12,68.4,95.52,8.6,1
680,19,79.69,71.39,76.47,4.6,1
681,25,70.47,67.07,80.33,3.3,1
682,22,76.18,83.69,88.78,3.7,1
683,24,82.85,72.11,77.36,2.8,1
684,21,69.67,89.55,75.9,3.4,1
685,18,59.17,87.27,80.15,4.3,1
686,23,92.04,61.12,74.91,2.2,1
687,23,70.03,53.46,89.97,5.0,1
688,22,74.81,97.03,86.09,6.8,1
689,24,85.64,85.91,72.04,3.2,1
690,19,85.16,67.61,94.38,8.0,1
691,19,82.37,96.11,91.84,6.0,1
692,23,91.13,85.89,73.49,7.1,1
693,22,86.94,73.03,89.66,3.7,1
694,21,81.77,99.48,86.32,6.7,1
695,19,88.6,84.54,77.87,2.8,1
696,21,64.04,88.22,91.65,6.8,1
697,24,88.5,81.58,76.06,5.3,1
698,19,74.9,85.7,89.83,6.1,1
699,19,86.52,63.0,72.19,2.6,1
700,20,76.02,68.94,64.6,3.2,1
701,19,76.87,67.77,74.42,6.2,1
702,25,80.93,65.3,80.74,3.1,1
703,18,91.63,73.3,74.24,5.9,1
704,25,78.32,59.28,87.48,2.3,1
705,22,74.8,81.74,92.91,6.7,1
706,22,67.66,63.61,85.67,2.5,1
707,21,83.26,84.33,83.2,6.1,1
708,25,83.49,59.43,84.66,6.3,1
709,25,83.3,69.44,67.65,3.6,1
710,25,63.45,80.18,90.37,6.2,1
711,24,84.84,72.77,84.04,5.5,1
712,19,73.8,69.63,82.34,3.9,1
713,18,65.61,49.98,89.51,3.0,1
714,21,60.88,67.58,67.35,1.1,1
715,25,79.95,84.87,80.39,5.7,1
716,25,34.69,71.62,76.41,1.9,1
717,20,73.59,88.06,72.92,5.2,1
718,21,69.74,75.92,77.5,4.5,1
719,25,89.53,84.94,86.74,6.4,1
720,21,70.14,75.07,76.2,4.4,1
721,19,75.75,81.15,89.07,4.3,1
722,20,99.92,60.57,70.91,6.5,1
723,21,92.04,66.38,90.38,5.7,1
724,18,90.82,95.84,86.49,5.6,1
725,18,77.7,48.17,77.25,5.9,1
726,22,76.13,64.02,66.4,1.9,1
727,20,82.16,93.57,66.36,6.5,1
728,20,81.64,77.48,76.04,6.2,1
729,22,78.1,64.14,84.38,3.0,1
730,21,72.53,75.05,78.55,4.5,1
731,20,94.63,70.46,89.1,4.9,1
732,18,77.5,74.47,74.44,4.7,1
733,18,88.28,68.9,87.06,5.7,1
734,25,100.0,97.0,80.06,7.9,1
735,19,96.92,98.68,76.68,7.2,1
736,20,58.11,65.6,73.94,2.4,1
737,21,88.05,61.96,77.08,6.2,1
738,22,96.61,76.81,73.06,7.7,1
739,22,91.32,75.19,80.14,5.8,1
740,21,75.47,87.67,85.25,7.2,1
741,24,85.43,74.9,98.15,9.0,1
742,23,95.95,71.77,91.49,7.0,1
743,19,73.88,82.63,90.76,5.5,1
744,22,83.3,92.57,89.96,7.1,1
745,20,96.66,68.44,83.26,5.3,1
746,19,79.52,59.0,70.17,5.0,1
747,20,70.63,100.0,79.8,4.3,1
748,24,80.52,93.7,90.97,8.1,1
749,18,78.53,67.0,88.46,3.4,1
750,19,75.97,94.73,91.69,8.1,1
751,25,80.53,76.51,91.92,6.0,1
752,22,74.93,77.01,66.14,2.2,1
753,19,95.09,79.01,78.79,5.7,1
754,19,74.08,63.5,75.03,0.8,1
755,19,76.76,77.54,91.89,6.3,1
756,23,97.18,63.03,82.44,6.8,1
757,19,73.4,94.66,76.94,3.8,1
758,20,68.24,64.3,85.9,5.2,1
759,18,89.98,70.38,78.79,8.9,1
760,24,91.38,69.45,90.86,4.0,1
761,21,75.35,57.16,68.77,2.9,1
762,19,89.13,83.38,70.65,8.0,1
763,22,100.0,94.95,87.88,8.9,1
764,19,65.69,86.94,93.59,5.0,1
765,22,73.14,90.78,88.69,7.0,1
766,20,71.94,79.43,91.41,7.7,1
767,22,79.23,71.1,77.33,3.5,1
768,25,78.66,76.89,76.78,4.0,1
769,21,100.0,61.41,72.64,7.5,1
770,18,92.63,92.05,68.72,8.4,1
771,22,79.26,60.81,83.77,6.1,1
772,22,74.62,94.08,86.9,3.2,1
773,18,93.18,82.15,90.75,9.0,1
774,21,59.98,69.48,82.79,3.9,1
775,19,100.0,63.66,91.27,4.3,1
776,22,87.3,69.54,84.03,5.7,1
777,18,91.4,100.0,85.22,8.1,1
778,25,91.25,91.38,76.85,6.7,1
779,25,89.49,58.81,97.78,5.8,1
780,20,81.29,95.75,86.01,5.9,1
781,18,73.99,89.62,72.65,5.1,1
782,20,89.29,74.93,72.83,6.1,1
783,25,68.86,63.68,80.02,0.0,1
784,21,70.1,73.02,70.5,4.4,1
785,19,95.69,100.0,95.83,5.5,1
786,18,76.03,58.54,53.35,2.7,1
787,24,89.7,79.15,92.98,5.8,1
788,25,92.72,68.66,83.1,4.6,1
789,25,90.72,68.3,87.95,8.5,1
790,24,92.47,100.0,84.8,8.1,1
791,23,85.4,58.12,93.33,4.1,1
792,25,71.85,76.74,85.06,4.7,1
793,22,80.24,53.81,72.57,4.9,1
794,21,78.56,67.51,64.45,4.1,1
795,18,71.64,81.26,82.22,5.4,1
796,24,98.68,60.6,76.99,3.5,1
797,22,59.03,75.14,63.24,2.7,1
798,24,70.62,75.37,81.96,6.2,1
799,18,97.04,92.82,78.01,6.3,1
800,20,82.33,86.54,76.87,3.4,1
801,18,75.14,73.36,89.41,6.8,1
802,23,82.17,72.02,89.34,3.7,1
803,18,96.18,78.7,88.27,5.5,1
804,18,84.5,87.23,77.43,6.6,1
805,23,100.0,74.87,82.75,4.9,1
806,21,65.46,79.98,82.3,5.9,1
807,25,83.94,69.08,67.34,4.0,1
808,18,90.47,75.18,82.39,4.6,1
809,23,87.71,89.38,94.05,4.6,1
810,22,73.46,78.25,77.26,3.5,1
811,20,75.9,82.22,66.45,4.6,1
812,20,75.14,74.38,74.04,1.9,1
813,18,85.16,70.15,68.29,4.0,1
814,21,84.22,77.03,85.71,4.4,1
815,21,88.9,60.48,83.2,4.5,1
816,22,68.31,88.73,77.63,4.5,1
817,18,77.42,41.3,77.15,4.9,1
818,20,73.6,76.95,80.3,6.0,1
819,21,81.24,93.79,83.47,6.7,1
820,18,86.25,54.73,71.22,3.7,1
821,24,73.88,72.6,64.1,2.6,1
822,21,99.77,60.53,84.91,2.9,1
823,23,78.93,67.57,74.92,4.0,1
824,24,78.5,84.25,79.94,4.3,1
825,25,76.56,72.88,79.28,3.5,1
826,21,65.82,42.79,77.38,2.4,1
827,20,76.72,60.58,68.81,4.1,1
828,19,92.48,87.9,67.39,5.4,1
829,24,84.74,83.99,77.69,6.2,1
830,25,68.77,92.68,80.97,3.9,1
831,22,68.35,92.79,72.58,4.2,1
832,22,69.8,65.19,73.36,3.1,1
833,20,80.44,100.0,96.82,4.9,1
834,21,86.84,70.19,61.84,3.3,1
835,18,69.9,66.75,76.16,6.1,1
836,21,66.0,56.6,87.97,1.4,1
837,20,79.34,45.82,78.24,4.3,1
838,22,63.46,96.08,75.55,5.6,1
839,21,72.86,95.34,90.15,5.4,1
840,22,89.4,79.01,91.24,10.4,1
841,24,74.14,74.37,78.61,5.7,1
842,25,75.92,70.15,77.54,3.0,1
843,18,77.79,62.88,74.34,4.8,1
844,24,63.65,43.14,64.66,1.4,1
845,22,83.68,71.88,78.69,4.8,1
846,22,92.13,66.05,68.51,3.3,1
847,19,100.0,75.74,83.69,6.8,1
848,19,57.47,74.37,80.64,3.9,1
849,24,85.17,91.55,86.42,4.8,1
850,23,74.32,67.46,86.42,3.7,1
851,24,92.05,87.55,83.75,8.5,1
852,19,74.22,81.92,82.8,4.4,1
853,22,92.28,92.75,91.34,8.7,1
854,20,86.31,72.43,85.82,6.6,1
855,24,77.21,79.16,78.16,6.0,1
856,22,73.14,83.67,73.18,5.7,1
857,20,77.91,63.86,85.62,5.8,1
858,20,70.64,78.46,58.55,1.1,1
859,19,84.19,90.38,76.66,4.4,1
860,24,93.63,71.43,62.97,6.7,1
861,21,74.76,77.02,69.11,4.9,1
862,18,74.44,74.31,67.38,2.2,1
863,19,89.33,68.15,88.57,4.9,1
864,19,100.0,90.98,92.3,8.4,1
865,21,86.91,84.46,80.57,7.5,1
866,18,77.49,57.08,85.63,4.9,1
867,22,87.61,86.21,90.9,6.9,1
868,23,66.4,59.7,77.31,4.3,1
869,24,67.86,76.07,62.12,1.6,1
870,23,82.05,61.55,74.74,3.2,1
871,22,95.72,82.36,85.42,8.1,1
872,25,75.8,89.97,69.14,4.5,1
873,19,80.68,79.46,81.94,4.5,1
874,18,69.95,60.25,81.04,4.4,1
875,19,98.43,74.22,91.16,8.8,1
876,20,89.12,77.71,88.83,8.3,1
877,19,90.44,92.94,94.64,9.4,1
878,19,75.48,78.4,77.97,4.7,1
879,22,81.17,66.68,82.81,5.6,1
880,22,66.52,51.99,70.82,2.0,1
881,22,95.58,87.38,81.32,8.0,1
882,23,69.15,65.92,86.11,2.7,1
883,20,97.13,100.0,64.45,5.4,1
884,25,88.05,68.84,82.61,2.8,1
885,25,67.48,93.17,72.64,3.8,1
886,22,75.6,55.86,70.6,3.3,1
887,18,69.89,52.52,79.69,3.8,1
888,23,73.43,58.26,65.88,3.9,1
889,21,96.72,85.97,71.27,3.9,1
890,18,82.02,100.0,76.61,6.7,1
891,24,77.0,59.01,73.83,2.8,1
892,24,86.61,70.67,74.37,5.4,1
893,18,77.19,68.17,97.61,7.4,1
894,22,68.45,50.26,92.38,4.0,1
895,21,63.74,79.42,61.02,3.6,1
896,21,69.64,76.18,83.35,4.5,1
897,23,58.7,82.33,91.67,7.4,1
898,21,86.65,59.4,85.14,5.4,1
899,24,97.24,91.38,72.54,3.9,1
900,20,84.48,71.96,80.05,6.0,1
901,22,59.24,74.8,69.61,2.8,1
902,21,77.77,61.75,79.44,6.4,1
903,23,77.81,75.11,71.92,5.8,1
904,24,68.02,76.7,77.88,4.4,1
905,20,83.5,73.82,64.58,3.3,1
906,19,82.7,71.46,74.8,3.2,1
907,19,71.75,84.23,72.21,6.1,1
908,20,94.75,68.93,86.65,7.5,1
909,24,91.37,73.47,71.96,3.7,1
910,23,100.0,79.07,84.12,5.9,1
911,20,96.05,65.18,80.25,0.8,1
912,22,67.38,72.27,90.32,3.8,1
913,22,100.0,59.42,59.58,4.9,1
914,19,71.06,53.79,69.73,3.2,1
915,21,68.38,42.73,73.78,3.1,1
916,23,79.37,80.91,81.08,3.7,1
917,19,75.98,86.73,68.0,5.6,1
918,21,82.79,83.92,71.34,4.6,1
919,21,53.3,65.18,72.04,0.5,1
920,25,65.01,36.8,72.28,0.8,1
921,22,89.26,59.08,80.62,3.8,1
922,24,82.13,79.74,85.35,5.9,1
923,18,66.42,61.63,72.71,0.0,1
924,24,81.75,69.33,79.55,4.0,1
925,18,88.41,76.13,78.25,3.9,1
926,20,71.85,83.54,90.92,7.8,1
927,22,83.45,74.05,60.49,4.2,1
928,21,79.72,69.73,93.95,5.8,1
929,23,82.57,87.68,62.96,5.3,1
930,18,77.7,56.93,62.77,0.7,1
931,24,72.56,63.53,81.19,6.5,1
932,21,71.07,66.95,86.18,5.4,1
933,18,63.65,73.82,58.04,6.0,1
934,18,95.51,100.0,93.78,12.0,1
935,25,80.7,61.89,77.94,0.8,1
936,18,88.99,82.97,94.76,8.4,1
937,23,64.8,58.22,73.22,4.4,1
938,22,76.94,86.23,78.79,5.6,1
939,23,64.82,66.88,74.87,4.9,1
940,19,66.35,71.4,75.26,4.2,1
941,21,80.59,89.46,69.55,3.9,1
942,22,70.36,83.21,74.29,5.7,1
943,25,82.13,46.46,77.48,2.0,1
944,22,83.79,58.27,84.05,6.5,1
945,22,78.46,71.83,82.33,4.2,1
946,24,70.32,53.55,77.11,2.7,1
947,22,85.03,80.08,83.83,4.1,1
948,25,95.33,83.01,92.03,7.5,1
949,23,80.05,73.68,63.87,3.9,1
950,22,87.75,68.62,74.57,5.7,1
951,20,73.38,91.4,75.15,3.5,1
952,21,89.92,100.0,82.82,6.5,1
953,22,80.82,75.86,77.44,6.4,1
954,21,91.12,90.34,94.7,8.7,1
955,20,76.05,74.97,95.04,4.6,1
956,20,79.33,75.78,84.09,6.3,1
957,21,73.71,65.62,81.07,5.2,1
958,18,92.48,69.78,92.0,7.6,1
959,19,88.91,57.17,62.27,3.6,1
960,24,96.21,84.36,83.23,6.5,1
961,18,66.23,67.56,87.03,4.6,1
962,18,92.59,43.76,74.65,4.9,1
963,23,77.42,80.94,70.59,5.2,1
964,24,87.51,76.04,79.51,5.5,1
965,24,70.34,90.56,79.11,4.8,1
966,18,82.62,80.68,73.53,5.4,1
967,22,92.74,66.86,100.0,8.2,1
968,23,71.15,54.24,80.17,7.0,1
969,23,91.18,71.47,74.17,6.7,1
970,20,90.76,64.8,77.45,4.1,1
971,25,72.85,80.92,83.66,3.2,1
972,24,99.3,80.59,83.94,6.9,1
973,18,83.5,94.0,87.48,6.8,1
974,20,97.2,67.8,78.83,7.9,1
975,21,54.21,82.98,89.5,3.8,1
976,19,100.0,82.15,83.49,4.5,1
977,25,85.05,40.88,81.78,1.7,1
978,25,74.75,88.47,81.32,4.2,1
979,25,66.28,82.12,90.6,7.0,1
980,23,80.18,77.0,71.22,4.1,1
981,21,69.46,68.52,78.67,6.3,1
982,25,83.25,89.1,89.97,4.6,1
983,21,85.92,62.57,93.68,5.6,1
984,22,63.69,78.09,66.22,2.7,1
985,25,91.81,85.45,82.4,5.2,1
986,19,73.06,48.31,66.55,0.0,1
987,21,88.56,97.6,73.62,4.6,1
988,21,70.19,67.88,75.68,1.7,1
989,19,73.04,90.05,93.93,7.4,1
990,25,94.58,61.47,86.81,6.6,1
991,19,80.0,100.0,79.24,5.9,1
992,21,75.1,69.31,90.12,8.0,1
993,19,87.82,81.6,73.32,3.1,1
994,21,100.0,73.56,90.3,8.5,1
995,21,85.29,73.27,94.97,6.9,1
996,22,100.0,82.97,62.38,4.5,1
997,18,87.81,94.23,90.98,7.3,1
998,21,69.6,53.14,63.29,2.8,1
999,25,68.9,83.29,86.63,3.4,1
1000,20,92.77,83.94,72.5,3.8,1
1001,23,68.9,60.44,68.06,3.9,1
1002,24,81.05,87.88,81.36,2.9,1
1003,18,81.61,64.72,87.71,7.4,1
1004,18,73.9,66.0,71.01,4.5,1
1005,18,92.4,82.85,71.38,5.7,1
1006,22,72.9,61.46,76.3,3.9,1
1007,21,65.15,67.37,63.17,1.4,1
1008,22,92.83,79.39,72.51,5.5,1
1009,21,84.57,61.36,73.32,1.2,1
1010,25,86.15,84.69,72.07,4.9,1
1011,22,65.35,64.16,78.01,2.3,1
1012,22,86.89,89.78,99.92,9.0,1
1013,23,86.2,94.16,82.41,6.8,1
1014,20,83.81,85.09,81.44,5.2,1
1015,22,77.62,91.93,100.0,7.5,1
1016,23,82.13,56.11,67.1,3.3,1
1017,19,84.16,84.6,91.73,6.1,1
1018,20,64.04,65.66,89.37,5.4,1
1019,25,72.21,61.12,87.83,5.5,1
1020,22,82.46,81.64,95.33,7.5,1
1021,24,83.77,68.65,85.24,6.5,1
1022,18,100.0,86.29,76.54,5.6,1
1023,19,72.48,74.87,82.16,1.7,1
1024,19,65.89,46.47,85.26,3.1,1
1025,25,81.61,64.46,88.44,4.8,1
1026,23,77.08,58.08,80.76,5.2,1
1027,19,76.35,62.55,69.67,2.7,1
1028,20,100.0,94.86,91.13,9.8,1
1029,22,100.0,81.09,93.54,8.0,1
1030,22,83.36,71.52,90.59,6.2,1
1031,24,96.69,90.9,76.76,5.1,1
1032,25,87.88,46.14,81.72,4.6,1
1033,18,67.23,84.14,65.73,3.1,1
1034,23,100.0,69.07,88.28,5.2,1
1035,18,84.77,75.56,74.73,5.5,1
1036,19,64.15,61.17,81.28,2.5,1
1037,25,98.63,95.61,72.21,5.7,1
1038,24,99.88,59.33,87.65,4.7,1
1039,18,68.27,63.74,74.97,1.2,1
1040,20,69.86,76.23,70.35,3.3,1
1041,22,75.88,53.27,83.93,4.2,1
1042,19,98.55,75.36,82.88,8.8,1
1043,24,96.08,76.52,88.2,6.1,1
1044,18,77.6,56.26,72.41,2.3,1
1045,23,84.02,68.21,68.23,6.0,1
1046,20,85.68,61.5,65.94,1.9,1
1047,20,83.47,89.39,80.96,7.2,1
1048,18,87.61,68.19,89.15,4.1,1
1049,22,76.52,87.34,86.81,4.8,1
1050,18,92.41,71.13,98.39,7.7,1
1051,19,71.06,52.18,88.03,2.4,1
1052,18,71.04,89.72,70.12,2.2,1
1053,20,72.63,63.5,76.09,3.8,1
1054,24,99.75,65.57,80.91,7.1,1
1055,18,63.67,45.1,68.63,2.0,1
1056,22,57.6,72.9,55.27,0.0,1
1057,25,98.51,68.2,78.08,4.1,1
1058,24,93.08,75.26,71.92,6.1,1
1059,23,63.35,80.29,84.53,7.4,1
1060,21,71.65,84.46,95.13,4.1,1
1061,18,59.48,70.45,74.33,4.2,1
1062,22,77.39,100.0,86.16,7.3,1
1063,24,37.51,65.51,79.85,1.3,1
1064,22,76.23,85.34,80.64,4.2,1
1065,23,69.78,85.86,83.14,5.4,1
1066,20,83.3,77.26,78.9,5.9,1
1067,22,60.75,64.96,76.14,4.0,1
1068,24,81.13,79.28,72.52,5.1,1
1069,22,60.85,66.12,76.77,0.0,1
1070,22,91.12,64.23,63.47,3.7,1
1071,22,96.81,79.7,89.57,5.9,1
1072,19,81.85,83.83,64.77,3.0,1
1073,19,77.03,100.0,87.9,5.1,1
1074,20,100.0,87.95,78.97,5.9,1
1075,18,62.37,95.25,68.75,4.3,1
1076,22,66.86,68.35,85.23,5.3,1
1077,23,73.46,77.72,83.63,3.1,1
1078,18,100.0,89.86,75.7,4.6,1
1079,23,81.58,67.84,88.16,6.2,1
1080,18,79.07,70.07,62.32,5.3,1
1081,20,61.98,92.25,67.04,3.8,1
1082,22,90.66,64.5,91.14,5.4,1
1083,22,93.73,63.11,81.01,6.4,1
1084,21,75.59,81.04,56.9,0.9,1
1085,23,80.61,96.26,79.01,7.3,1
1086,18,70.83,78.09,71.21,4.3,1
1087,18,69.77,77.15,80.47,5.9,1
1088,25,88.04,76.94,81.83,7.4,1
1089,25,61.1,70.28,76.03,2.3,1
1090,19,64.03,89.76,76.64,3.6,1
1091,21,73.96,76.06,89.68,4.4,1
1092,24,70.31,96.2,80.2,3.4,1
1093,25,85.12,74.72,90.66,8.5,1
1094,24,79.56,69.66,85.92,3.3,1
1095,19,77.49,67.22,74.69,3.9,1
1096,19,78.32,63.18,70.7,5.4,1
1097,19,74.63,65.96,84.86,2.6,1
1098,23,67.68,77.61,79.49,4.2,1
1099,23,82.85,83.09,82.31,5.6,1
1100,20,79.41,98.95,73.53,4.3,1
1101,20,64.37,79.97,74.67,4.8,1
1102,19,86.66,85.5,84.57,3.9,1
1103,21,62.19,66.79,81.88,2.0,1
1104,18,82.7,96.94,87.47,5.6,1
1105,23,100.0,100.0,93.34,8.5,1
1106,21,89.26,81.37,84.55,5.0,1
1107,22,81.84,64.59,82.05,5.5,1
1108,23,80.58,72.61,81.4,6.4,1
1109,23,81.98,70.88,84.68,2.5,1
1110,20,96.95,90.68,83.81,8.4,1
1111,18,75.02,84.58,83.76,5.4,1
1112,18,81.95,90.42,80.17,8.3,1
1113,25,54.78,70.58,71.73,3.5,1
1114,24,92.34,78.17,85.31,8.6,1
1115,24,83.97,84.61,76.77,6.6,1
1116,24,94.66,100.0,88.58,6.1,1
1117,24,85.09,88.74,70.22,5.5,1
1118,22,91.84,79.92,79.79,4.5,1
1119,22,80.23,94.55,85.86,7.4,1
1120,23,92.28,71.45,66.11,5.3,1
1121,19,63.01,57.2,68.67,1.1,1
1122,20,81.18,59.43,77.65,2.8,1
1123,20,64.21,72.3,82.63,4.6,1
1124,24,84.15,71.74,79.57,5.6,1
1125,23,59.85,89.2,85.22,4.9,1
1126,25,84.53,76.5,83.93,7.4,1
1127,21,72.7,53.67,72.31,1.1,1
1128,19,75.69,99.21,82.61,5.3,1
1129,23,58.7,58.78,80.22,1.4,1
1130,19,92.96,81.34,77.59,6.5,1
1131,19,78.37,79.82,75.71,4.8,1
1132,19,77.5,63.76,76.25,5.8,1
1133,23,75.32,84.73,73.94,3.3,1
1134,24,100.0,90.45,96.61,7.6,1
1135,20,97.84,100.0,88.78,7.1,1
1136,20,95.23,70.45,73.35,6.2,1
1137,24,83.46,75.29,74.6,4.7,1
1138,19,85.26,79.07,85.38,6.2,1
1139,21,51.84,73.97,69.95,3.6,1
1140,18,78.31,62.64,77.6,6.7,1
1141,23,85.09,86.23,97.36,8.3,1
1142,18,67.55,64.18,79.29,7.1,1
1143,25,63.93,74.8,84.64,3.5,1
1144,24,62.29,51.56,91.44,5.7,1
1145,21,71.82,44.98,68.93,2.4,1
1146,23,91.49,88.12,75.08,6.1,1
1147,24,93.77,71.14,79.59,5.9,1
1148,19,73.05,52.05,63.89,1.3,1
1149,20,63.47,83.35,76.37,2.7,1
1150,18,58.88,77.13,77.15,4.4,1
1151,22,60.63,83.67,81.68,4.4,1
1152,22,60.11,65.81,86.38,2.6,1
1153,21,73.51,100.0,88.14,5.8,1
1154,19,79.9,69.25,84.91,5.5,1
1155,25,68.66,94.73,63.47,4.6,1
1156,18,78.89,69.76,80.55,3.5,1
1157,19,83.98,61.45,97.98,7.1,1
1158,18,90.01,90.69,62.52,8.3,1
1159,21,88.4,75.78,83.52,4.0,1
1160,21,64.6,58.78,76.33,3.8,1
1161,25,87.19,66.93,75.2,6.0,1
1162,22,77.76,72.6,85.01,4.3,1
1163,19,75.77,78.3,93.08,4.7,1
1164,23,93.35,49.85,89.2,6.5,1
1165,22,77.39,76.24,69.43,1.2,1
1166,19,78.34,76.87,77.65,7.6,1
1167,22,78.48,59.32,81.36,5.1,1
1168,23,80.41,83.89,85.39,4.2,1
1169,20,76.67,74.12,76.5,4.8,1
1170,20,85.55,89.29,77.48,4.9,1
1171,25,72.31,69.76,95.58,1.5,1
1172,20,100.0,83.98,94.63,8.0,1
1173,20,65.0,73.47,89.4,5.1,1
1174,24,81.48,83.49,70.12,5.9,1
1175,18,76.61,75.74,78.14,6.9,1
1176,24,80.04,58.77,76.6,3.0,1
1177,24,66.53,85.02,73.79,5.9,1
1178,25,81.96,71.77,91.8,4.5,1
1179,24,78.8,80.5,94.68,6.7,1
1180,20,59.76,75.17,67.13,0.7,1
1181,23,64.94,73.03,93.87,4.8,1
1182,25,71.75,71.58,77.57,3.8,1
1183,25,93.55,70.5,100.0,5.9,1
1184,21,82.45,82.87,82.96,5.9,1
1185,25,82.08,75.0,81.81,3.6,1
1186,21,92.45,81.61,88.4,3.6,1
1187,25,82.04,67.45,89.82,4.8,1
1188,18,69.01,64.11,80.49,3.2,1
1189,20,89.77,89.61,82.27,6.7,1
1190,25,72.46,75.93,82.71,4.3,1
1191,20,59.96,49.13,63.47,0.0,1
1192,20,62.7,88.58,79.82,4.3,1
1193,22,82.96,48.32,66.93,2.9,1
1194,25,66.24,74.51,59.15,1.7,1
1195,19,74.32,52.32,75.4,2.5,1
1196,22,70.24,98.23,90.5,5.2,1
1197,19,92.46,64.56,92.81,7.7,1
1198,20,74.18,90.63,80.54,5.6,1
1199,20,74.98,70.42,91.58,3.8,1
1200,22,91.48,73.3,77.25,5.9,1
1201,22,85.21,74.52,62.86,4.1,1
1202,19,75.58,78.38,59.74,3.6,1
1203,21,55.42,57.25,65.95,2.7,1
1204,19,99.43,54.71,79.53,1.5,1
1205,22,95.06,80.4,73.32,4.2,1
1206,23,88.13,55.41,84.29,5.3,1
1207,22,71.87,67.39,92.77,4.8,1
1208,23,76.46,100.0,69.6,4.2,1
1209,18,68.87,57.68,80.03,3.1,1
1210,22,96.24,92.37,86.71,6.2,1
1211,18,74.83,60.17,67.91,2.4,1
1212,21,76.96,85.91,94.03,6.6,1
1213,19,69.29,76.85,73.7,3.0,1
1214,23,86.71,84.05,73.93,3.5,1
1215,19,87.3,63.9,91.09,2.1,1
1216,18,92.28,95.87,82.18,4.0,1
1217,23,93.57,73.93,91.4,7.0,1
1218,19,80.47,80.81,92.84,6.0,1
1219,22,53.58,83.94,78.8,7.0,1
1220,20,85.97,64.54,92.0,6.0,1
1221,18,73.38,64.97,71.58,2.8,1
1222,19,79.3,74.84,74.24,4.3,1
1223,18,75.74,65.01,74.62,3.4,1
1224,24,74.84,100.0,80.42,7.7,1
1225,18,78.37,57.74,81.78,2.6,1
1226,23,91.72,94.55,85.74,6.8,1
1227,24,92.22,90.68,79.67,6.8,1
1228,25,100.0,85.93,92.8,8.7,1
1229,23,83.64,62.22,76.2,4.2,1
1230,20,80.1,69.98,80.18,6.4,1
1231,24,93.09,82.58,89.59,9.6,1
1232,25,77.31,49.97,81.31,3.8,1
1233,22,71.78,53.66,76.92,1.9,1
1234,18,78.58,45.81,69.49,1.2,1
1235,19,90.64,95.35,89.58,6.4,1
1236,21,89.37,71.02,70.62,1.2,1
1237,18,99.96,82.33,73.36,4.3,1
1238,25,83.5,84.77,70.06,5.9,1
1239,18,42.83,78.2,88.67,5.4,1
1240,20,95.07,95.23,81.9,5.9,1
1241,22,75.8,68.87,82.49,5.4,1
1242,21,79.79,84.08,93.57,7.6,1
1243,24,70.32,78.26,72.38,3.1,1
1244,24,71.33,54.95,66.2,3.6,1
1245,24,81.62,100.0,77.56,3.5,1
1246,25,69.51,80.44,85.86,6.7,1
1247,23,74.62,82.1,81.5,6.8,1
1248,23,86.13,92.78,93.59,5.9,1
1249,19,93.43,93.18,64.91,7.4,1
1250,21,79.22,68.26,84.16,2.6,1
1251,24,82.03,86.46,92.93,8.3,1
1252,23,79.22,65.95,89.65,8.0,1
1253,25,79.43,72.82,56.31,6.5,1
1254,19,93.2,92.01,97.47,8.6,1
